Rank,Name,Breed,Gender,Age,End_Of_Watch,Day_Of_Week,Cause,Department,State,Tour,Weapon,Offender,Summary
K9,Nero,German Shepherd,Male,5.0,2003-12-27,Saturday,Automobile crash,"Sacramento County Sheriff's Office, California",California,4 years,,,"K9 Nero died as a result of injuries he sustained in an automobile collision on December 23, 2003.  K9 Nero and his handler responded to assist deputies in pursuit of a vehicle stolen from the Sacramento International Airport.  During the pursuit, Nero and his handler were involved in a single vehicle accident.  Nero was ejected from the patrol car and sustained fatal injuries.K9 Nero's career was highlighted by 394 felony arrests and apprehension of 78 criminals."
K9,Urk,German Shepherd,Male,,2003-01-18,Saturday,Gunfire,"San Diego County Sheriff's Department, California",California,3 years,Shotgun,Sentenced to life,"K9 Urk was shot and killed after he and his handler responded to a shots fired call near the intersection of Hacienda Drive and Pomelo Drive, in the Vista area of the county.As they arrived at the scene the subject immediately opened fire with a shotgun, shooting into the patrol car six times. Urk, who was riding in the front seat, was shot and killed. An Explorer was on a ride along with Urk's handler, was shot in the elbow.The subject was arrested the following day and charged with three counts of attempted murder, one count of injuring a police dog, and assault with a deadly weapon. He was sentenced to three life terms.K9 Urk had served with the San Diego County Sheriff's Department for three years. He had assisted in over 1,200 arrests and had apprehended 33 suspects."
K9,Vasko,Australian Cattle Dog,Male,5.0,2004-06-25,Friday,Gunfire,"St. Lucie County Sheriff's Office, Florida",Florida,,Handgun; .22 caliber,Convicted,"K9 Vasko was shot and killed while performing an apprehension during a foot pursuit of a car-jacking suspects.During the track one of the two suspects fired a shot, at which time Vasko attempted an apprehension. The subject fired two more times, striking Vasko. His handler was able to return fire and wounded the subject multiple times.Vasko was transported to an emergency veterinarian hospital where he underwent surgery, but died from complications the following day.K9 Vasko was posthumously awarded the St. Lucie County Sheriff's Office Medal of Honor and Life Saving Award"
K9,Ingo,German Shepherd,Male,,2004-10-24,Sunday,Gunfire,"Albemarle County Police Department, Virginia",Virginia,,Gun; Unknown type,,K9 Ingo was shot and killed while attempting to apprehend a burglary suspect.K9 Ingo had served with the Albemarle County Police Department for six years and was certified in patrol and narcotics detection.
K9,Gero,German Shepherd,Male,5.0,2004-05-06,Thursday,Gunfire,"Grand Junction Police Department, Colorado",Colorado,,Gun; Unknown type,,"K9 Gero was shot and killed as he and his handler assisted another officer on a warrant service.Gero and his handler were covering the rear of the apartment at 445 Chipeta Avenue when the subject leaned out of a window. Gero alerted on the subject and began barking and lunging towards him. The man began firing at Gero and his handler, fatally striking Gero, with one of 11 rounds he fired. Gero's handler was able to return fire and killed the man.K9 Gero had served with the Grand Junction Police Department for two years."
K9,Rico,Unknown Breed,Male,,2004-07-20,Tuesday,Struck by vehicle,"Pima County Sheriff's Department, Arizona",Arizona,,,,K9 Rico was struck and killed by a vehicle while pursuing a suspect across a highway.Rico and his handler had been tracking a suspect on foot for several minutes when Rico gave a strong alert. Rico deployed and headed straight into bushes that obscured visibility. Moments later he was struck by a vehicle as he chased the suspect across the freeway.
K9,Klief,German Shepherd,Male,5.0,2004-03-17,Wednesday,Stabbed,"Salinas Police Department, California",California,2 years,Edged weapon; Knife,Shot and killed,K9 Klief was stabbed to death while attempting to apprehend a burglary suspect on Glacier Drive.The suspect was shot and killed by officers at the scene.K9 Klief had served with the Salinas Police Department for two years.
K9,Rex,Belgian Malinois,,8.0,2004-07-22,Thursday,Duty related illness,"Avondale Police Department, Arizona",Arizona,5 years,,,K9 Rex died from complications of minor surgery he was undergoing as the result of a laceration he suffered during training.K9 Rex had served with the Avondale Police Department for five years. He was certified in patrol and narcotics detection.
K9,Yari,Unknown Breed,,,2005-01-01,Saturday,Heatstroke,"Tohono O'odham Nation Police Department, Tribal Police",United States,,,,"K9 Yari died of heat exhaustion while in sitting in his handler's patrol car at the police station in Sells, Arizona.The air conditioner malfunctioned while his handler was inside the station and K9 Yari was overcome by the heat.  K9 Yari had served with the Tohono O'odham Nation Police Department for five years."
K9,Caeser,Unknown Breed,Male,,2005-08-13,Saturday,Vehicular assault,"New Smyrna Beach Police Department, Florida",Florida,,Automobile,,"K9 Caeser and his handler, Police Officer Roy Nelson, were killed in an automobile accident while responding to a burglary call.They were traveling on State Road A1A just east of the South Causeway when a pick-up truck pulled out from Richmond Drive. When Officer Nelson tried to avoid a collision, his patrol car hit a guardrail and overturned. Officer Nelson and K-9 Caesar both died from their injuries.The driver of the truck fled the scene. He came forward two weeks later and the state attorney's office declined to charge him."
K9,Arco,Belgian Malinois,Male,8.0,2005-07-11,Monday,Gunfire,"Marion County Sheriff's Office, Indiana",Indiana,,,Shot and killed,K9 Arco was shot and killed while attempting to apprehend a subject who had fired at officers earlier in the week.The man was hiding in a shed in 3600 block of Carson Avenue. The subject refused commands to surrender and shot Arco when he entered the shed. Other officers on scene returned fire and killed the subject.
K9,Rocky,Unknown Breed,,,2005-11-22,Tuesday,Training accident,"Mohave County Sheriff's Office, Arizona",Arizona,,,,"K9 Rocky died of complications from surgery to treat a broken leg.Rocky and his handler had been participating in a training exercise inside a building when Rocky suffered the injury. It was determined that he would need surgery to repair the injury, but he died during the procedure."
K9,Pasco,Unknown Breed,Male,4.0,2005-07-19,Tuesday,Fall,"Pleasanton Police Department, California",California,,,,K9 Pasco died after falling from a second-floor balcony during a training exercise. He was transported to a local emergency hospital where he succumbed to his injuries.Pasco had served with the Pleasanton Police Department for only one year.
K9,Chili,German Shepherd,Male,,2005-09-14,Wednesday,Automobile crash,"Lansing Police Department, Michigan",Michigan,,,,K9 Chili was killed when the patrol car he was riding in collided with another vehicle at the intersection of Martin Luther King Jr. Boulevard and Willow Street.He was rushed to Michigan State University Veterinary Clinic where he died from his injuries. His handler suffered minor injuries in the crash.
K9,R.J.,Belgian Malinois,Male,3.0,2005-08-13,Saturday,Vehicular assault,"Phoenix Police Department, Arizona",Arizona,"1 year, 6 months",Automobile,Apprehended,"K9 R.J. was intentionally struck and killed by a subject who was fleeing officers.The suspect had fled from officers on foot, but was able to return to his car and flee down an alley. The man intentionally struck R.J. before fleeing the scene. He was eventually apprehended.R.J. was taken to an emergency animal hospital but had to be euthanized as a result of his injuries.K9 R.J. had served with the Phoenix Police Department for only 18 months. He had been deployed over 300 times."
K9,Gunner,Unknown Breed,,,2005-06-06,Monday,Gunfire (Inadvertent),"Prince William County Police Department, Virginia",Virginia,6 years,Officer's handgun,,"K9 Gunner was shot and killed in case of friendly-fire while pursuing a suspect.Gunner's handler had been involved in a vehicle pursuit which ended at the suspect's home. Gunner was released as his handler chased the man into the house, but the door closed behind the handler and Gunner was not able to get inside.Another responding unit attempted to gain entry but Gunner became aggressive and wouldn't let the officer into the home. Not knowing that Gunner was a police canine, and fearing he would be bitten, the officer shot Gunner. After hearing the gunshot, his handler immediately came outside and transported Gunner to emergency animal hospital.K9 Gunner had previously been selected as the best overall dog of the year by the United States Police Canine Association."
